index,Year,State,GDP (Chained $)
3814,2012-01-01,Kentucky,250083000.0
3815,2012-01-01,Kentucky,502956000.0
3816,2012-01-01,Kentucky,180849000.0
3817,2012-01-01,Kentucky,395777000.0
3818,2012-01-01,Kentucky,288929000.0
3819,2012-01-01,Kentucky,1025122000.0
3820,2012-01-01,Kentucky,174127000.0
3821,2012-01-01,Kentucky,3644836000.0
3822,2012-01-01,Kentucky,232203000.0
3823,2012-01-01,Kentucky,238768000.0
3824,2012-01-01,Kentucky,2558283000.0
3825,2012-01-01,Kentucky,216375000.0
3826,2012-01-01,Kentucky,658030000.0
3827,2012-01-01,Kentucky,1254261000.0
3828,2012-01-01,Kentucky,398579000.0
3829,2012-01-01,Kentucky,961335000.0
3830,2012-01-01,Kentucky,441527000.0
3831,2012-01-01,Kentucky,82455000.0
3832,2012-01-01,Kentucky,772527000.0
3833,2012-01-01,Kentucky,191005000.0
3834,2012-01-01,Kentucky,251306000.0
3835,2012-01-01,Kentucky,874780000.0
3836,2012-01-01,Kentucky,237735000.0
3837,2012-01-01,Kentucky,1624369000.0
3838,2012-01-01,Kentucky,1317914000.0
3839,2012-01-01,Kentucky,90097000.0
3840,2012-01-01,Kentucky,888655000.0
3841,2012-01-01,Kentucky,1271028000.0
3842,2012-01-01,Kentucky,178010000.0
3843,2012-01-01,Kentucky,53842000.0
3844,2012-01-01,Kentucky,250898000.0
3845,2012-01-01,Kentucky,1276012000.0
3846,2012-01-01,Kentucky,2515230000.0
3847,2012-01-01,Kentucky,193349000.0
3848,2012-01-01,Kentucky,1897986000.0
3849,2012-01-01,Kentucky,28688000.0
3850,2012-01-01,Kentucky,248547000.0
3851,2012-01-01,Kentucky,706610000.0
3852,2012-01-01,Kentucky,544925000.0
3853,2012-01-01,Kentucky,2054414000.0
3854,2012-01-01,Kentucky,1281676000.0
3855,2012-01-01,Kentucky,808628000.0
3856,2012-01-01,Kentucky,176530000.0
3857,2012-01-01,Kentucky,731647000.0
3858,2012-01-01,Kentucky,322579000.0
3859,2012-01-01,Kentucky,277508000.0
3860,2012-01-01,Kentucky,375458000.0
3861,2012-01-01,Kentucky,824429000.0
3862,2012-01-01,Kentucky,5023037000.0
3863,2012-01-01,Kentucky,317632000.0
3864,2012-01-01,Kentucky,379831000.0
3865,2012-01-01,Kentucky,561792000.0
3866,2012-01-01,Kentucky,1058649000.0
3867,2012-01-01,Kentucky,95377000.0
3868,2012-01-01,Kentucky,782814000.0
3869,2012-01-01,Louisiana,1710828000.0
3870,2012-01-01,Louisiana,650496000.0
3871,2012-01-01,Louisiana,9336970000.0
3872,2012-01-01,Louisiana,573383000.0
3873,2012-01-01,Louisiana,956355000.0
3874,2012-01-01,Louisiana,1074813000.0
3875,2012-01-01,Louisiana,845098000.0
3876,2012-01-01,Louisiana,5111252000.0
3877,2012-01-01,Louisiana,13267529000.0
3878,2012-01-01,Louisiana,12686768000.0
3879,2012-01-01,Louisiana,187626000.0
3880,2012-01-01,Louisiana,827298000.0
3881,2012-01-01,Louisiana,249558000.0
3882,2012-01-01,Louisiana,569595000.0
3883,2012-01-01,Louisiana,632627000.0
3884,2012-01-01,Louisiana,3424824000.0
3885,2012-01-01,Louisiana,31159582000.0
3886,2012-01-01,Louisiana,251998000.0
3887,2012-01-01,Louisiana,419875000.0
3888,2012-01-01,Louisiana,949435000.0
3889,2012-01-01,Louisiana,601612000.0
3890,2012-01-01,Louisiana,340773000.0
3891,2012-01-01,Louisiana,3983717000.0
3892,2012-01-01,Louisiana,1851973000.0
3893,2012-01-01,Louisiana,481771000.0
3894,2012-01-01,Louisiana,21322313000.0
3895,2012-01-01,Louisiana,992814000.0
3896,2012-01-01,Louisiana,14564792000.0
3897,2012-01-01,Louisiana,4675608000.0
3898,2012-01-01,Louisiana,586514000.0
3899,2012-01-01,Louisiana,1542684000.0
3900,2012-01-01,Louisiana,2359533000.0
3901,2012-01-01,Louisiana,486625000.0
3902,2012-01-01,Louisiana,701834000.0
3903,2012-01-01,Louisiana,1191856000.0
3904,2012-01-01,Louisiana,21670678000.0
3905,2012-01-01,Louisiana,6268315000.0
3906,2012-01-01,Louisiana,4167800000.0
3907,2012-01-01,Louisiana,996209000.0
3908,2012-01-01,Louisiana,5322487000.0
3909,2012-01-01,Louisiana,958741000.0
3910,2012-01-01,Louisiana,548539000.0
3911,2012-01-01,Louisiana,1016884000.0
3912,2012-01-01,Louisiana,2040032000.0
3913,2012-01-01,Louisiana,7643031000.0
3914,2012-01-01,Louisiana,152770000.0
3915,2012-01-01,Louisiana,2813317000.0
3916,2012-01-01,Louisiana,3846214000.0
3917,2012-01-01,Louisiana,2380059000.0
3918,2012-01-01,Louisiana,1357495000.0
3919,2012-01-01,Louisiana,2973253000.0
3920,2012-01-01,Louisiana,8117750000.0
3921,2012-01-01,Louisiana,3789584000.0
3922,2012-01-01,Louisiana,185620000.0
3923,2012-01-01,Louisiana,6102480000.0
3924,2012-01-01,Louisiana,456667000.0
3925,2012-01-01,Louisiana,1899589000.0
3926,2012-01-01,Louisiana,2175073000.0
3927,2012-01-01,Louisiana,996430000.0
3928,2012-01-01,Louisiana,1381474000.0
3929,2012-01-01,Louisiana,2304407000.0
3930,2012-01-01,Louisiana,218608000.0
3931,2012-01-01,Louisiana,786857000.0
3932,2012-01-01,Louisiana,482396000.0
3933,2012-01-01,Maine,4044707000.0
3934,2012-01-01,Maine,2271487000.0
3935,2012-01-01,Maine,17121659000.0
3936,2012-01-01,Maine,1038380000.0
3937,2012-01-01,Maine,2126651000.0
3938,2012-01-01,Maine,4618051000.0
3939,2012-01-01,Maine,1437555000.0
3940,2012-01-01,Maine,997459000.0
3941,2012-01-01,Maine,1501037000.0
3942,2012-01-01,Maine,5628626000.0
3943,2012-01-01,Maine,490112000.0
3944,2012-01-01,Maine,1403870000.0
3945,2012-01-01,Maine,1669514000.0
3946,2012-01-01,Maine,954606000.0
3947,2012-01-01,Maine,1020330000.0
3948,2012-01-01,Maine,6549915000.0
3949,2012-01-01,Maryland,2851094000.0
3950,2012-01-01,Maryland,39018187000.0
3951,2012-01-01,Maryland,44865056000.0
3952,2012-01-01,Maryland,3995445000.0
3953,2012-01-01,Maryland,1012784000.0
3954,2012-01-01,Maryland,5397327000.0
3955,2012-01-01,Maryland,3445268000.0
3956,2012-01-01,Maryland,4958147000.0
3957,2012-01-01,Maryland,1202986000.0
3958,2012-01-01,Maryland,11048599000.0
3959,2012-01-01,Maryland,1133303000.0
3960,2012-01-01,Maryland,10738229000.0
3961,2012-01-01,Maryland,21712766000.0
3962,2012-01-01,Maryland,873395000.0
3963,2012-01-01,Maryland,78287554000.0
3964,2012-01-01,Maryland,38700858000.0
3965,2012-01-01,Maryland,1470216000.0
3966,2012-01-01,Maryland,6151620000.0
3967,2012-01-01,Maryland,749809000.0
3968,2012-01-01,Maryland,1871724000.0
3969,2012-01-01,Maryland,6359126000.0
3970,2012-01-01,Maryland,4217492000.0
3971,2012-01-01,Maryland,2458550000.0
3972,2012-01-01,Maryland,42302104000.0
3973,2012-01-01,Massachusetts,11779966000.0
3974,2012-01-01,Massachusetts,6189410000.0
3975,2012-01-01,Massachusetts,21576217000.0
3976,2012-01-01,Massachusetts,1619458000.0
3977,2012-01-01,Massachusetts,38772792000.0
3978,2012-01-01,Massachusetts,2575616000.0
3979,2012-01-01,Massachusetts,19610255000.0
3980,2012-01-01,Massachusetts,6318249000.0
3981,2012-01-01,Massachusetts,134486000000.0
3982,2012-01-01,Massachusetts,1558460000.0
3983,2012-01-01,Massachusetts,44919184000.0
3984,2012-01-01,Massachusetts,21143532000.0
3985,2012-01-01,Massachusetts,96712323000.0
3986,2012-01-01,Massachusetts,37068422000.0
3987,2012-01-01,Michigan,198950000.0
3988,2012-01-01,Michigan,226489000.0
3989,2012-01-01,Michigan,3569240000.0
3990,2012-01-01,Michigan,969577000.0
3991,2012-01-01,Michigan,481329000.0
3992,2012-01-01,Michigan,380633000.0
3993,2012-01-01,Michigan,264736000.0
3994,2012-01-01,Michigan,1304608000.0
3995,2012-01-01,Michigan,3488302000.0
3996,2012-01-01,Michigan,346331000.0
3997,2012-01-01,Michigan,6350415000.0
3998,2012-01-01,Michigan,1204503000.0
3999,2012-01-01,Michigan,5388060000.0
4000,2012-01-01,Michigan,922833000.0
4001,2012-01-01,Michigan,906295000.0
4002,2012-01-01,Michigan,542603000.0
4003,2012-01-01,Michigan,1086804000.0
4004,2012-01-01,Michigan,776537000.0
4005,2012-01-01,Michigan,1647561000.0
4006,2012-01-01,Michigan,363016000.0
4007,2012-01-01,Michigan,1163686000.0
4008,2012-01-01,Michigan,1198049000.0
4009,2012-01-01,Michigan,3713041000.0
4010,2012-01-01,Michigan,1406964000.0
4011,2012-01-01,Michigan,12379126000.0
4012,2012-01-01,Michigan,411136000.0
4013,2012-01-01,Michigan,437768000.0
4014,2012-01-01,Michigan,3950250000.0
4015,2012-01-01,Michigan,1278491000.0
4016,2012-01-01,Michigan,1293888000.0
4017,2012-01-01,Michigan,974289000.0
4018,2012-01-01,Michigan,1423239000.0
4019,2012-01-01,Michigan,13421028000.0
4020,2012-01-01,Michigan,1631705000.0
4021,2012-01-01,Michigan,666976000.0
4022,2012-01-01,Michigan,304116000.0
4023,2012-01-01,Michigan,2136308000.0
4024,2012-01-01,Michigan,5130152000.0
4025,2012-01-01,Michigan,10759305000.0
4026,2012-01-01,Michigan,460362000.0
4027,2012-01-01,Michigan,32757439000.0
4028,2012-01-01,Michigan,53659000.0
4029,2012-01-01,Michigan,194636000.0
4030,2012-01-01,Michigan,1861332000.0
4031,2012-01-01,Michigan,536948000.0
4032,2012-01-01,Michigan,2551882000.0
4033,2012-01-01,Michigan,5082596000.0
4034,2012-01-01,Michigan,169860000.0
4035,2012-01-01,Michigan,385942000.0
4036,2012-01-01,Michigan,31138427000.0
4037,2012-01-01,Michigan,672032000.0
4038,2012-01-01,Michigan,3073295000.0
4039,2012-01-01,Michigan,890508000.0
4040,2012-01-01,Michigan,1087413000.0
4041,2012-01-01,Michigan,646502000.0
4042,2012-01-01,Michigan,4226476000.0
4043,2012-01-01,Michigan,327440000.0
4044,2012-01-01,Michigan,5186490000.0
4045,2012-01-01,Michigan,1475746000.0
4046,2012-01-01,Michigan,220623000.0
4047,2012-01-01,Michigan,5489849000.0
4048,2012-01-01,Michigan,1162129000.0
4049,2012-01-01,Michigan,88498319000.0
4050,2012-01-01,Michigan,653848000.0
4051,2012-01-01,Michigan,492054000.0
4052,2012-01-01,Michigan,140365000.0
4053,2012-01-01,Michigan,618132000.0
4054,2012-01-01,Michigan,195904000.0
4055,2012-01-01,Michigan,821733000.0
4056,2012-01-01,Michigan,11046972000.0
4057,2012-01-01,Michigan,332959000.0
4058,2012-01-01,Michigan,546346000.0
4059,2012-01-01,Michigan,7448099000.0
4060,2012-01-01,Michigan,5033056000.0
4061,2012-01-01,Michigan,1921843000.0
4062,2012-01-01,Michigan,1169469000.0
4063,2012-01-01,Michigan,276334000.0
4064,2012-01-01,Michigan,1534176000.0
4065,2012-01-01,Michigan,1175587000.0
4066,2012-01-01,Michigan,2361411000.0
4067,2012-01-01,Michigan,19228030000.0
4068,2012-01-01,Michigan,80545969000.0
4069,2012-01-01,Michigan,1066869000.0
4070,2012-01-01,Minnesota,385884000.0
4071,2012-01-01,Minnesota,11683785000.0
4072,2012-01-01,Minnesota,1216186000.0
4073,2012-01-01,Minnesota,1403971000.0
4074,2012-01-01,Minnesota,1425402000.0
4075,2012-01-01,Minnesota,250105000.0
4076,2012-01-01,Minnesota,3556529000.0
4077,2012-01-01,Minnesota,1232082000.0
4078,2012-01-01,Minnesota,1099525000.0
4079,2012-01-01,Minnesota,4051185000.0
4080,2012-01-01,Minnesota,789619000.0
4081,2012-01-01,Minnesota,636071000.0
4082,2012-01-01,Minnesota,1177716000.0
4083,2012-01-01,Minnesota,1762360000.0
4084,2012-01-01,Minnesota,241305000.0
4085,2012-01-01,Minnesota,301209000.0
4086,2012-01-01,Minnesota,609627000.0
4087,2012-01-01,Minnesota,2371655000.0
4088,2012-01-01,Minnesota,21535930000.0
4089,2012-01-01,Minnesota,691463000.0
4090,2012-01-01,Minnesota,1874421000.0
4091,2012-01-01,Minnesota,646265000.0
4092,2012-01-01,Minnesota,659467000.0
4093,2012-01-01,Minnesota,1199938000.0
4094,2012-01-01,Minnesota,2528551000.0
4095,2012-01-01,Minnesota,319920000.0
4096,2012-01-01,Minnesota,107186000000.0
4097,2012-01-01,Minnesota,492476000.0
4098,2012-01-01,Minnesota,527156000.0
4099,2012-01-01,Minnesota,951262000.0
4100,2012-01-01,Minnesota,2067596000.0
4101,2012-01-01,Minnesota,694255000.0
4102,2012-01-01,Minnesota,333614000.0
4103,2012-01-01,Minnesota,2407396000.0
4104,2012-01-01,Minnesota,259216000.0
4105,2012-01-01,Minnesota,509348000.0
4106,2012-01-01,Minnesota,394194000.0
4107,2012-01-01,Minnesota,730720000.0
4108,2012-01-01,Minnesota,145305000.0
4109,2012-01-01,Minnesota,846671000.0
4110,2012-01-01,Minnesota,303856000.0
4111,2012-01-01,Minnesota,1355903000.0
4112,2012-01-01,Minnesota,1560590000.0
4113,2012-01-01,Minnesota,181181000.0
4114,2012-01-01,Minnesota,417794000.0
4115,2012-01-01,Minnesota,1098576000.0
4116,2012-01-01,Minnesota,748580000.0
4117,2012-01-01,Minnesota,705979000.0
4118,2012-01-01,Minnesota,1058918000.0
4119,2012-01-01,Minnesota,1819162000.0
4120,2012-01-01,Minnesota,519968000.0
4121,2012-01-01,Minnesota,1288233000.0
4122,2012-01-01,Minnesota,1125584000.0
4123,2012-01-01,Minnesota,297268000.0
4124,2012-01-01,Minnesota,8803399000.0
4125,2012-01-01,Minnesota,2119597000.0
4126,2012-01-01,Minnesota,974910000.0
4127,2012-01-01,Minnesota,625997000.0
4128,2012-01-01,Minnesota,574826000.0
4129,2012-01-01,Minnesota,1270089000.0
4130,2012-01-01,Minnesota,490094000.0
4131,2012-01-01,Minnesota,34459336000.0
4132,2012-01-01,Minnesota,154581000.0
4133,2012-01-01,Minnesota,806402000.0
4134,2012-01-01,Minnesota,807391000.0
4135,2012-01-01,Minnesota,2178199000.0
4136,2012-01-01,Minnesota,499569000.0
4137,2012-01-01,Minnesota,1043275000.0
4138,2012-01-01,Minnesota,9642736000.0
4139,2012-01-01,Minnesota,4559468000.0
4140,2012-01-01,Minnesota,2669897000.0
4141,2012-01-01,Minnesota,502707000.0
4142,2012-01-01,Minnesota,6962199000.0
4143,2012-01-01,Minnesota,1939305000.0
4144,2012-01-01,Minnesota,692576000.0
4145,2012-01-01,Minnesota,548744000.0
4146,2012-01-01,Minnesota,755868000.0
4147,2012-01-01,Minnesota,275770000.0
4148,2012-01-01,Minnesota,702825000.0
4149,2012-01-01,Minnesota,458977000.0
4150,2012-01-01,Minnesota,856564000.0
4151,2012-01-01,Minnesota,8132246000.0
4152,2012-01-01,Minnesota,453736000.0
4153,2012-01-01,Minnesota,375022000.0
4154,2012-01-01,Minnesota,2160037000.0
4155,2012-01-01,Minnesota,3590299000.0
4156,2012-01-01,Minnesota,533077000.0
4157,2012-01-01,Mississippi,917238000.0
4158,2012-01-01,Mississippi,1099153000.0
4159,2012-01-01,Mississippi,170749000.0
4160,2012-01-01,Mississippi,484631000.0
4161,2012-01-01,Mississippi,296988000.0
4162,2012-01-01,Mississippi,1113529000.0
4163,2012-01-01,Mississippi,251375000.0
4164,2012-01-01,Mississippi,124315000.0
4165,2012-01-01,Mississippi,476836000.0
4166,2012-01-01,Mississippi,478737000.0
4167,2012-01-01,Mississippi,717003000.0
4168,2012-01-01,Mississippi,327272000.0
4169,2012-01-01,Mississippi,527188000.0
4170,2012-01-01,Mississippi,662153000.0
4171,2012-01-01,Mississippi,595355000.0
4172,2012-01-01,Mississippi,430526000.0
4173,2012-01-01,Mississippi,4145099000.0
4174,2012-01-01,Mississippi,3439215000.0
4175,2012-01-01,Mississippi,173617000.0
4176,2012-01-01,Mississippi,352679000.0
4177,2012-01-01,Mississippi,152109000.0
4178,2012-01-01,Mississippi,808901000.0
4179,2012-01-01,Mississippi,1632145000.0
4180,2012-01-01,Mississippi,8079523000.0
4181,2012-01-01,Mississippi,11282645000.0
4182,2012-01-01,Mississippi,286999000.0
4183,2012-01-01,Mississippi,168994000.0
4184,2012-01-01,Mississippi,34205000.0
4185,2012-01-01,Mississippi,479475000.0
4186,2012-01-01,Mississippi,7215106000.0
4187,2012-01-01,Mississippi,561301000.0
4188,2012-01-01,Mississippi,127978000.0
4189,2012-01-01,Mississippi,181979000.0
4190,2012-01-01,Mississippi,2563497000.0
4191,2012-01-01,Mississippi,278666000.0
4192,2012-01-01,Mississippi,1562439000.0
4193,2012-01-01,Mississippi,1416628000.0
4194,2012-01-01,Mississippi,2979081000.0
4195,2012-01-01,Mississippi,333811000.0
4196,2012-01-01,Mississippi,413067000.0
4197,2012-01-01,Mississippi,4212843000.0
4198,2012-01-01,Mississippi,1122226000.0
4199,2012-01-01,Mississippi,1019453000.0
4200,2012-01-01,Mississippi,2767086000.0
4201,2012-01-01,Mississippi,4675911000.0
4202,2012-01-01,Mississippi,630911000.0
4203,2012-01-01,Mississippi,503776000.0
4204,2012-01-01,Mississippi,829517000.0
4205,2012-01-01,Mississippi,194382000.0
4206,2012-01-01,Mississippi,987997000.0
4207,2012-01-01,Mississippi,438615000.0
4208,2012-01-01,Mississippi,234529000.0
4209,2012-01-01,Mississippi,1479603000.0
4210,2012-01-01,Mississippi,1105723000.0
4211,2012-01-01,Mississippi,1012548000.0
4212,2012-01-01,Mississippi,279380000.0
4213,2012-01-01,Mississippi,1102401000.0
4214,2012-01-01,Mississippi,746054000.0
4215,2012-01-01,Mississippi,538456000.0
4216,2012-01-01,Mississippi,108032000.0
4217,2012-01-01,Mississippi,5677709000.0
4218,2012-01-01,Mississippi,928807000.0
4219,2012-01-01,Mississippi,115747000.0
4220,2012-01-01,Mississippi,576408000.0
4221,2012-01-01,Mississippi,340811000.0
4222,2012-01-01,Mississippi,304268000.0
4223,2012-01-01,Mississippi,651323000.0
4224,2012-01-01,Mississippi,300654000.0
4225,2012-01-01,Mississippi,466955000.0
4226,2012-01-01,Mississippi,477461000.0
4227,2012-01-01,Mississippi,437424000.0
4228,2012-01-01,Mississippi,752355000.0
4229,2012-01-01,Mississippi,806669000.0
4230,2012-01-01,Mississippi,235061000.0
4231,2012-01-01,Mississippi,2154552000.0
4232,2012-01-01,Mississippi,1659168000.0
4233,2012-01-01,Mississippi,649173000.0
4234,2012-01-01,Mississippi,160182000.0
4235,2012-01-01,Mississippi,171496000.0
4236,2012-01-01,Mississippi,435870000.0
4237,2012-01-01,Mississippi,291228000.0
4238,2012-01-01,Mississippi,689618000.0
4239,2012-01-01,Missouri,719694000.0
4240,2012-01-01,Missouri,259294000.0
4241,2012-01-01,Missouri,301986000.0
4242,2012-01-01,Missouri,879554000.0
4243,2012-01-01,Missouri,1129034000.0
4244,2012-01-01,Missouri,382952000.0
4245,2012-01-01,Missouri,399233000.0
4246,2012-01-01,Missouri,336025000.0
4247,2012-01-01,Missouri,173105000.0
4248,2012-01-01,Missouri,7448697000.0
4249,2012-01-01,Missouri,4478900000.0
4250,2012-01-01,Missouri,1449788000.0
4251,2012-01-01,Missouri,171464000.0
4252,2012-01-01,Missouri,1555962000.0
4253,2012-01-01,Missouri,1267511000.0
4254,2012-01-01,Missouri,3457122000.0
4255,2012-01-01,Missouri,310260000.0
4256,2012-01-01,Missouri,123459000.0
4257,2012-01-01,Missouri,2064623000.0
4258,2012-01-01,Missouri,245516000.0
4259,2012-01-01,Missouri,247963000.0
4260,2012-01-01,Missouri,1284542000.0
4261,2012-01-01,Missouri,183974000.0
4262,2012-01-01,Missouri,8885154000.0
4263,2012-01-01,Missouri,343436000.0
4264,2012-01-01,Missouri,4262552000.0
4265,2012-01-01,Missouri,455708000.0
4266,2012-01-01,Missouri,557724000.0
4267,2012-01-01,Missouri,176089000.0
4268,2012-01-01,Missouri,243199000.0
4269,2012-01-01,Missouri,240793000.0
4270,2012-01-01,Missouri,279325000.0
4271,2012-01-01,Missouri,318406000.0
4272,2012-01-01,Missouri,205819000.0
4273,2012-01-01,Missouri,764036000.0
4274,2012-01-01,Missouri,740992000.0
4275,2012-01-01,Missouri,732154000.0
4276,2012-01-01,Missouri,243351000.0
4277,2012-01-01,Missouri,915441000.0
4278,2012-01-01,Missouri,390793000.0
4279,2012-01-01,Missouri,523854000.0
4280,2012-01-01,Missouri,470439000.0
4281,2012-01-01,Missouri,483391000.0
4282,2012-01-01,Missouri,282326000.0
4283,2012-01-01,Missouri,151089000.0
4284,2012-01-01,Missouri,1054121000.0
4285,2012-01-01,Missouri,141948000.0
4286,2012-01-01,Missouri,624999000.0
4287,2012-01-01,Missouri,389526000.0
4288,2012-01-01,Missouri,345258000.0
4289,2012-01-01,Missouri,207113000.0
4290,2012-01-01,Missouri,342249000.0
4291,2012-01-01,Missouri,483475000.0
4292,2012-01-01,Missouri,1033377000.0
4293,2012-01-01,Missouri,1704082000.0
4294,2012-01-01,Missouri,743100000.0
4295,2012-01-01,Missouri,195645000.0
4296,2012-01-01,Missouri,327603000.0
4297,2012-01-01,Missouri,139669000.0
4298,2012-01-01,Missouri,496348000.0
4299,2012-01-01,Missouri,959966000.0
4300,2012-01-01,Missouri,1478879000.0
4301,2012-01-01,Missouri,1391405000.0
4302,2012-01-01,Missouri,488330000.0
4303,2012-01-01,Missouri,4655611000.0
4304,2012-01-01,Missouri,660800000.0
4305,2012-01-01,Missouri,2273267000.0
4306,2012-01-01,Missouri,125577000.0
4307,2012-01-01,Missouri,342075000.0
4308,2012-01-01,Missouri,1087486000.0
4309,2012-01-01,Missouri,410625000.0
4310,2012-01-01,Missouri,221146000.0
4311,2012-01-01,Missouri,226472000.0
4312,2012-01-01,Missouri,12044978000.0
4313,2012-01-01,Missouri,159965000.0
4314,2012-01-01,Missouri,554216000.0
4315,2012-01-01,Missouri,1576793000.0
4316,2012-01-01,Missouri,68570964000.0
4317,2012-01-01,Missouri,830126000.0
4318,2012-01-01,Missouri,77692000.0
4319,2012-01-01,Missouri,173597000.0
4320,2012-01-01,Missouri,1321861000.0
4321,2012-01-01,Missouri,122950000.0
4322,2012-01-01,Missouri,194414000.0
4323,2012-01-01,Missouri,1022887000.0
4324,2012-01-01,Missouri,518942000.0
4325,2012-01-01,Missouri,297426000.0
4326,2012-01-01,Missouri,1999345000.0
4327,2012-01-01,Missouri,446926000.0
4328,2012-01-01,Missouri,838560000.0
4329,2012-01-01,Missouri,625045000.0
4330,2012-01-01,Missouri,378623000.0
4331,2012-01-01,Missouri,226477000.0
4332,2012-01-01,Missouri,596650000.0
4333,2012-01-01,Missouri,75272000.0
4334,2012-01-01,Missouri,360382000.0
4335,2012-01-01,Missouri,31058388000.0
4336,2012-01-01,Montana,334351000.0
4337,2012-01-01,Montana,722332000.0
4338,2012-01-01,Montana,201429000.0
4339,2012-01-01,Montana,109343000.0
4340,2012-01-01,Montana,233447000.0
4341,2012-01-01,Montana,68513000.0
4342,2012-01-01,Montana,3328631000.0
4343,2012-01-01,Montana,239409000.0
4344,2012-01-01,Montana,466315000.0
4345,2012-01-01,Montana,113945000.0
4346,2012-01-01,Montana,398007000.0
4347,2012-01-01,Montana,246346000.0
4348,2012-01-01,Montana,364543000.0
4349,2012-01-01,Montana,401968000.0
4350,2012-01-01,Montana,3115318000.0
4351,2012-01-01,Montana,3836861000.0
4352,2012-01-01,Montana,61988000.0
4353,2012-01-01,Montana,446578000.0
4354,2012-01-01,Montana,26328000.0
4355,2012-01-01,Montana,74205000.0
4356,2012-01-01,Montana,703372000.0
4357,2012-01-01,Montana,249730000.0
4358,2012-01-01,Montana,108342000.0
4359,2012-01-01,Montana,651722000.0
4360,2012-01-01,Montana,3191191000.0
4361,2012-01-01,Montana,113215000.0
4362,2012-01-01,Montana,514893000.0
4363,2012-01-01,Montana,123271000.0
4364,2012-01-01,Montana,288316000.0
4365,2012-01-01,Montana,73850000.0
4366,2012-01-01,Montana,79313000.0
4367,2012-01-01,Montana,4317993000.0
4368,2012-01-01,Montana,375773000.0
4369,2012-01-01,Montana,436651000.0
4370,2012-01-01,Montana,30574000.0
4371,2012-01-01,Montana,163922000.0
4372,2012-01-01,Montana,217506000.0
4373,2012-01-01,Montana,67765000.0
4374,2012-01-01,Montana,181531000.0
4375,2012-01-01,Montana,40721000.0
4376,2012-01-01,Montana,857910000.0
4377,2012-01-01,Montana,1122571000.0
4378,2012-01-01,Montana,484374000.0
4379,2012-01-01,Montana,926223000.0
4380,2012-01-01,Montana,288629000.0
4381,2012-01-01,Montana,301765000.0
4382,2012-01-01,Montana,1405408000.0
4707,2012-01-01,South Dakota,209892000.0
4708,2012-01-01,South Dakota,230237000.0
4709,2012-01-01,South Dakota,154633000.0
4710,2012-01-01,South Dakota,505823000.0
4711,2012-01-01,South Dakota,140996000.0
4712,2012-01-01,South Dakota,93273000.0
4713,2012-01-01,South Dakota,210628000.0
4714,2012-01-01,South Dakota,197961000.0
4715,2012-01-01,South Dakota,130367000.0
4716,2012-01-01,South Dakota,96684000.0
4717,2012-01-01,South Dakota,1042769000.0
4718,2012-01-01,South Dakota,373133000.0
4719,2012-01-01,South Dakota,107311000.0
4720,2012-01-01,South Dakota,65696000.0
4721,2012-01-01,South Dakota,175367000.0
4722,2012-01-01,South Dakota,63839000.0
4723,2012-01-01,South Dakota,266121000.0
4724,2012-01-01,South Dakota,479687000.0
4725,2012-01-01,South Dakota,860791000.0
4726,2012-01-01,South Dakota,1550560000.0
4727,2012-01-01,South Dakota,177995000.0
4728,2012-01-01,South Dakota,197540000.0
4729,2012-01-01,South Dakota,125673000.0
4730,2012-01-01,South Dakota,300455000.0
4731,2012-01-01,South Dakota,603501000.0
4732,2012-01-01,South Dakota,36957000.0
4733,2012-01-01,South Dakota,85163000.0
4734,2012-01-01,South Dakota,14946048000.0
4735,2012-01-01,South Dakota,281828000.0
4736,2012-01-01,South Dakota,270773000.0
4737,2012-01-01,South Dakota,4597542000.0
4738,2012-01-01,South Dakota,132706000.0
4739,2012-01-01,South Dakota,293258000.0
4740,2012-01-01,South Dakota,350469000.0
4741,2012-01-01,South Dakota,90030000.0
4742,2012-01-01,South Dakota,431987000.0
4743,2012-01-01,South Dakota,136794000.0
4744,2012-01-01,South Dakota,159771000.0
4745,2012-01-01,South Dakota,206363000.0
4746,2012-01-01,South Dakota,247970000.0
4747,2012-01-01,South Dakota,312871000.0
4748,2012-01-01,South Dakota,1036370000.0
4749,2012-01-01,South Dakota,217053000.0
4750,2012-01-01,South Dakota,1024591000.0
4751,2012-01-01,South Dakota,54437000.0
4752,2012-01-01,Tennessee,4220015000.0
4753,2012-01-01,Tennessee,1584360000.0
4754,2012-01-01,Tennessee,321344000.0
4755,2012-01-01,Tennessee,181822000.0
4756,2012-01-01,Tennessee,4244939000.0
4757,2012-01-01,Tennessee,4056946000.0
4758,2012-01-01,Tennessee,795717000.0
4759,2012-01-01,Tennessee,212632000.0
4760,2012-01-01,Tennessee,671570000.0
4761,2012-01-01,Tennessee,966697000.0
4762,2012-01-01,Tennessee,823140000.0
4763,2012-01-01,Tennessee,311205000.0
4764,2012-01-01,Tennessee,712760000.0
4765,2012-01-01,Tennessee,176472000.0
4766,2012-01-01,Tennessee,695240000.0
4767,2012-01-01,Tennessee,2200965000.0
4768,2012-01-01,Tennessee,454743000.0
4769,2012-01-01,Tennessee,1444444000.0
4770,2012-01-01,Tennessee,51930792000.0
4771,2012-01-01,Tennessee,326743000.0
4772,2012-01-01,Tennessee,595101000.0
4773,2012-01-01,Tennessee,1332454000.0
4774,2012-01-01,Tennessee,1441094000.0
4775,2012-01-01,Tennessee,871763000.0
