Order Full Date Description;Order Date Key;Order Year;Order Season;Order Semester;Order Month Number Year;Order Week Number Year;Order Day Number Month;Order Day Number Week;Order Day Name Week;HolidayKey;HolidayIndicator;WeekendIndicator
41737;805;2014;Spring;1;4;15;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41738;806;2014;Spring;1;4;15;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41739;807;2014;Spring;1;4;15;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41740;808;2014;Spring;1;4;15;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41741;809;2014;Spring;1;4;15;12;6;sábado;No Key;Non-Holiday;Weekend
41742;810;2014;Spring;1;4;16;13;7;domingo;No Key;Non-Holiday;Weekend
41743;811;2014;Spring;1;4;16;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41744;812;2014;Spring;1;4;16;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41745;813;2014;Spring;1;4;16;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41746;814;2014;Spring;1;4;16;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41747;815;2014;Spring;1;4;16;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41748;816;2014;Spring;1;4;16;19;6;sábado;No Key;Non-Holiday;Weekend
41749;817;2014;Spring;1;4;17;20;7;domingo;43;Holiday;Weekend
41751;818;2014;Spring;1;4;17;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41752;819;2014;Spring;1;4;17;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41753;820;2014;Spring;1;4;17;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41754;821;2014;Spring;1;4;17;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41755;822;2014;Spring;1;4;17;26;6;sábado;No Key;Non-Holiday;Weekend
41756;823;2014;Spring;1;4;18;27;7;domingo;No Key;Non-Holiday;Weekend
41758;824;2014;Spring;1;4;18;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41759;825;2014;Spring;1;4;18;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41760;826;2014;Spring;1;5;18;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41761;827;2014;Spring;1;5;18;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41762;828;2014;Spring;1;5;18;3;6;sábado;No Key;Non-Holiday;Weekend
41763;829;2014;Spring;1;5;19;4;7;domingo;No Key;Non-Holiday;Weekend
41764;830;2014;Spring;1;5;19;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41765;831;2014;Spring;1;5;19;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41766;832;2014;Spring;1;5;19;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41767;833;2014;Spring;1;5;19;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41768;834;2014;Spring;1;5;19;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41769;835;2014;Spring;1;5;19;10;6;sábado;No Key;Non-Holiday;Weekend
41770;836;2014;Spring;1;5;20;11;7;domingo;No Key;Non-Holiday;Weekend
41771;837;2014;Spring;1;5;20;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41772;838;2014;Spring;1;5;20;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41773;839;2014;Spring;1;5;20;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41774;840;2014;Spring;1;5;20;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41775;841;2014;Spring;1;5;20;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41776;842;2014;Spring;1;5;20;17;6;sábado;No Key;Non-Holiday;Weekend
41777;843;2014;Spring;1;5;21;18;7;domingo;No Key;Non-Holiday;Weekend
41778;844;2014;Spring;1;5;21;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41779;845;2014;Spring;1;5;21;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41780;846;2014;Spring;1;5;21;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41781;847;2014;Spring;1;5;21;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41782;848;2014;Spring;1;5;21;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41783;849;2014;Spring;1;5;21;24;6;sábado;No Key;Non-Holiday;Weekend
41784;850;2014;Spring;1;5;22;25;7;domingo;No Key;Non-Holiday;Weekend
41785;851;2014;Spring;1;5;22;26;1;segunda-feira;49;Holiday;Non-Weekend
41786;852;2014;Spring;1;5;22;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41787;853;2014;Spring;1;5;22;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41788;854;2014;Spring;1;5;22;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41789;855;2014;Spring;1;5;22;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41790;856;2014;Spring;1;5;22;31;6;sábado;No Key;Non-Holiday;Weekend
41791;857;2014;Spring;1;6;23;1;7;domingo;No Key;Non-Holiday;Weekend
41792;858;2014;Spring;1;6;23;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41793;859;2014;Spring;1;6;23;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41794;860;2014;Spring;1;6;23;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41795;861;2014;Spring;1;6;23;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41796;862;2014;Spring;1;6;23;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41797;863;2014;Spring;1;6;23;7;6;sábado;No Key;Non-Holiday;Weekend
41798;864;2014;Spring;1;6;24;8;7;domingo;No Key;Non-Holiday;Weekend
41799;865;2014;Spring;1;6;24;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41800;866;2014;Spring;1;6;24;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41801;867;2014;Spring;1;6;24;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41802;868;2014;Spring;1;6;24;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41803;869;2014;Spring;1;6;24;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41804;870;2014;Spring;1;6;24;14;6;sábado;No Key;Non-Holiday;Weekend
41805;871;2014;Spring;1;6;25;15;7;domingo;No Key;Non-Holiday;Weekend
41806;872;2014;Spring;1;6;25;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41807;873;2014;Spring;1;6;25;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41808;874;2014;Spring;1;6;25;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41809;875;2014;Spring;1;6;25;19;4;quinta-feira;44;Holiday;Non-Weekend
41810;876;2014;Spring;1;6;25;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41811;877;2014;Summer;1;6;25;21;6;sábado;No Key;Non-Holiday;Weekend
41812;878;2014;Summer;1;6;26;22;7;domingo;No Key;Non-Holiday;Weekend
41813;879;2014;Summer;1;6;26;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41814;880;2014;Summer;1;6;26;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41815;881;2014;Summer;1;6;26;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41816;882;2014;Summer;1;6;26;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41817;883;2014;Summer;1;6;26;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41818;884;2014;Summer;1;6;26;28;6;sábado;No Key;Non-Holiday;Weekend
41819;885;2014;Summer;1;6;27;29;7;domingo;No Key;Non-Holiday;Weekend
41820;886;2014;Summer;1;6;27;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41821;887;2014;Summer;2;7;27;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41822;888;2014;Summer;2;7;27;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41823;889;2014;Summer;2;7;27;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41824;890;2014;Summer;2;7;27;4;5;sexta-feira;39;Holiday;Non-Weekend
41825;891;2014;Summer;2;7;27;5;6;sábado;No Key;Non-Holiday;Weekend
41826;892;2014;Summer;2;7;28;6;7;domingo;No Key;Non-Holiday;Weekend
41827;893;2014;Summer;2;7;28;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41828;894;2014;Summer;2;7;28;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41829;895;2014;Summer;2;7;28;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41830;896;2014;Summer;2;7;28;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41831;897;2014;Summer;2;7;28;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41832;898;2014;Summer;2;7;28;12;6;sábado;No Key;Non-Holiday;Weekend
41833;899;2014;Summer;2;7;29;13;7;domingo;No Key;Non-Holiday;Weekend
41834;900;2014;Summer;2;7;29;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41835;901;2014;Summer;2;7;29;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41836;902;2014;Summer;2;7;29;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41837;903;2014;Summer;2;7;29;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41838;904;2014;Summer;2;7;29;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41839;905;2014;Summer;2;7;29;19;6;sábado;No Key;Non-Holiday;Weekend
41840;906;2014;Summer;2;7;30;20;7;domingo;No Key;Non-Holiday;Weekend
41841;907;2014;Summer;2;7;30;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41842;908;2014;Summer;2;7;30;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41843;909;2014;Summer;2;7;30;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41844;910;2014;Summer;2;7;30;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41845;911;2014;Summer;2;7;30;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41846;912;2014;Summer;2;7;30;26;6;sábado;No Key;Non-Holiday;Weekend
41847;913;2014;Summer;2;7;31;27;7;domingo;No Key;Non-Holiday;Weekend
41848;914;2014;Summer;2;7;31;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41849;915;2014;Summer;2;7;31;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41850;916;2014;Summer;2;7;31;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41851;917;2014;Summer;2;7;31;31;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41852;918;2014;Summer;2;8;31;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41853;919;2014;Summer;2;8;31;2;6;sábado;No Key;Non-Holiday;Weekend
41854;920;2014;Summer;2;8;32;3;7;domingo;No Key;Non-Holiday;Weekend
41855;921;2014;Summer;2;8;32;4;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41856;922;2014;Summer;2;8;32;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41857;923;2014;Summer;2;8;32;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41858;924;2014;Summer;2;8;32;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41859;925;2014;Summer;2;8;32;8;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41860;926;2014;Summer;2;8;32;9;6;sábado;No Key;Non-Holiday;Weekend
41861;927;2014;Summer;2;8;33;10;7;domingo;No Key;Non-Holiday;Weekend
41862;928;2014;Summer;2;8;33;11;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41863;929;2014;Summer;2;8;33;12;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41864;930;2014;Summer;2;8;33;13;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41865;931;2014;Summer;2;8;33;14;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41866;932;2014;Summer;2;8;33;15;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41867;933;2014;Summer;2;8;33;16;6;sábado;No Key;Non-Holiday;Weekend
41868;934;2014;Summer;2;8;34;17;7;domingo;No Key;Non-Holiday;Weekend
41869;935;2014;Summer;2;8;34;18;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41870;936;2014;Summer;2;8;34;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41871;937;2014;Summer;2;8;34;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41872;938;2014;Summer;2;8;34;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41873;939;2014;Summer;2;8;34;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41874;940;2014;Summer;2;8;34;23;6;sábado;No Key;Non-Holiday;Weekend
41875;941;2014;Summer;2;8;35;24;7;domingo;No Key;Non-Holiday;Weekend
41876;942;2014;Summer;2;8;35;25;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41877;943;2014;Summer;2;8;35;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41878;944;2014;Summer;2;8;35;27;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41879;945;2014;Summer;2;8;35;28;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41880;946;2014;Summer;2;8;35;29;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41881;947;2014;Summer;2;8;35;30;6;sábado;46;Holiday;Weekend
41882;948;2014;Summer;2;8;36;31;7;domingo;47;Holiday;Weekend
41883;949;2014;Summer;2;9;36;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41884;950;2014;Summer;2;9;36;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41885;951;2014;Summer;2;9;36;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41886;952;2014;Summer;2;9;36;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41887;953;2014;Summer;2;9;36;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41888;954;2014;Summer;2;9;36;6;6;sábado;No Key;Non-Holiday;Weekend
41889;955;2014;Summer;2;9;37;7;7;domingo;No Key;Non-Holiday;Weekend
41890;956;2014;Summer;2;9;37;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41891;957;2014;Summer;2;9;37;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41892;958;2014;Summer;2;9;37;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41893;959;2014;Summer;2;9;37;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41894;960;2014;Summer;2;9;37;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41895;961;2014;Summer;2;9;37;13;6;sábado;No Key;Non-Holiday;Weekend
41896;962;2014;Summer;2;9;38;14;7;domingo;No Key;Non-Holiday;Weekend
41897;963;2014;Summer;2;9;38;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41898;964;2014;Summer;2;9;38;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41899;965;2014;Summer;2;9;38;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41900;966;2014;Summer;2;9;38;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41901;967;2014;Summer;2;9;38;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41902;968;2014;Summer;2;9;38;20;6;sábado;No Key;Non-Holiday;Weekend
41903;969;2014;Autumn;2;9;39;21;7;domingo;No Key;Non-Holiday;Weekend
41904;970;2014;Autumn;2;9;39;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41905;971;2014;Autumn;2;9;39;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41906;972;2014;Autumn;2;9;39;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41907;973;2014;Autumn;2;9;39;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41908;974;2014;Autumn;2;9;39;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41909;975;2014;Autumn;2;9;39;27;6;sábado;No Key;Non-Holiday;Weekend
41910;976;2014;Autumn;2;9;40;28;7;domingo;No Key;Non-Holiday;Weekend
41911;977;2014;Autumn;2;9;40;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41912;978;2014;Autumn;2;9;40;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41913;979;2014;Autumn;2;10;40;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41914;980;2014;Autumn;2;10;40;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41915;981;2014;Autumn;2;10;40;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41916;982;2014;Autumn;2;10;40;4;6;sábado;No Key;Non-Holiday;Weekend
41917;983;2014;Autumn;2;10;41;5;7;domingo;No Key;Non-Holiday;Weekend
41918;984;2014;Autumn;2;10;41;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41919;985;2014;Autumn;2;10;41;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41920;986;2014;Autumn;2;10;41;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41921;987;2014;Autumn;2;10;41;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41922;988;2014;Autumn;2;10;41;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41923;989;2014;Autumn;2;10;41;11;6;sábado;No Key;Non-Holiday;Weekend
41924;990;2014;Autumn;2;10;42;12;7;domingo;No Key;Non-Holiday;Weekend
41925;991;2014;Autumn;2;10;42;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41926;992;2014;Autumn;2;10;42;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41927;993;2014;Autumn;2;10;42;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41928;994;2014;Autumn;2;10;42;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41929;995;2014;Autumn;2;10;42;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41930;996;2014;Autumn;2;10;42;18;6;sábado;No Key;Non-Holiday;Weekend
41931;997;2014;Autumn;2;10;43;19;7;domingo;No Key;Non-Holiday;Weekend
41932;998;2014;Autumn;2;10;43;20;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41933;999;2014;Autumn;2;10;43;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41934;1000;2014;Autumn;2;10;43;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41935;1001;2014;Autumn;2;10;43;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41936;1002;2014;Autumn;2;10;43;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41937;1003;2014;Autumn;2;10;43;25;6;sábado;No Key;Non-Holiday;Weekend
41938;1004;2014;Autumn;2;10;44;26;7;domingo;No Key;Non-Holiday;Weekend
41939;1005;2014;Autumn;2;10;44;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41940;1006;2014;Autumn;2;10;44;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41941;1007;2014;Autumn;2;10;44;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41942;1008;2014;Autumn;2;10;44;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41943;1009;2014;Autumn;2;10;44;31;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41944;1010;2014;Autumn;2;11;44;1;6;sábado;No Key;Non-Holiday;Weekend
41945;1011;2014;Autumn;2;11;45;2;7;domingo;No Key;Non-Holiday;Weekend
41947;1012;2014;Autumn;2;11;45;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41948;1013;2014;Autumn;2;11;45;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41949;1014;2014;Autumn;2;11;45;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41950;1015;2014;Autumn;2;11;45;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41951;1016;2014;Autumn;2;11;45;8;6;sábado;No Key;Non-Holiday;Weekend
41952;1017;2014;Autumn;2;11;46;9;7;domingo;No Key;Non-Holiday;Weekend
41953;1018;2014;Autumn;2;11;46;10;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41954;1019;2014;Autumn;2;11;46;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41955;1020;2014;Autumn;2;11;46;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41956;1021;2014;Autumn;2;11;46;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41957;1022;2014;Autumn;2;11;46;14;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41958;1023;2014;Autumn;2;11;46;15;6;sábado;No Key;Non-Holiday;Weekend
41959;1024;2014;Autumn;2;11;47;16;7;domingo;No Key;Non-Holiday;Weekend
41960;1025;2014;Autumn;2;11;47;17;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41961;1026;2014;Autumn;2;11;47;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41962;1027;2014;Autumn;2;11;47;19;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41963;1028;2014;Autumn;2;11;47;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41964;1029;2014;Autumn;2;11;47;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41965;1030;2014;Autumn;2;11;47;22;6;sábado;No Key;Non-Holiday;Weekend
41966;1031;2014;Autumn;2;11;48;23;7;domingo;No Key;Non-Holiday;Weekend
41967;1032;2014;Autumn;2;11;48;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41968;1033;2014;Autumn;2;11;48;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41969;1034;2014;Autumn;2;11;48;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41970;1035;2014;Autumn;2;11;48;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41971;1036;2014;Autumn;2;11;48;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41972;1037;2014;Autumn;2;11;48;29;6;sábado;No Key;Non-Holiday;Weekend
41973;1038;2014;Autumn;2;11;49;30;7;domingo;No Key;Non-Holiday;Weekend
41974;1039;2014;Autumn;2;12;49;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41975;1040;2014;Autumn;2;12;49;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41976;1041;2014;Autumn;2;12;49;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41977;1042;2014;Autumn;2;12;49;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41978;1043;2014;Autumn;2;12;49;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41979;1044;2014;Autumn;2;12;49;6;6;sábado;No Key;Non-Holiday;Weekend
41980;1045;2014;Autumn;2;12;50;7;7;domingo;No Key;Non-Holiday;Weekend
41981;1046;2014;Autumn;2;12;50;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41982;1047;2014;Autumn;2;12;50;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41983;1048;2014;Autumn;2;12;50;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41984;1049;2014;Autumn;2;12;50;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41985;1050;2014;Autumn;2;12;50;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41986;1051;2014;Autumn;2;12;50;13;6;sábado;No Key;Non-Holiday;Weekend
41987;1052;2014;Autumn;2;12;51;14;7;domingo;No Key;Non-Holiday;Weekend
41988;1053;2014;Autumn;2;12;51;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41989;1054;2014;Autumn;2;12;51;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41990;1055;2014;Autumn;2;12;51;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41991;1056;2014;Autumn;2;12;51;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41992;1057;2014;Autumn;2;12;51;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41993;1058;2014;Autumn;2;12;51;20;6;sábado;No Key;Non-Holiday;Weekend
41994;1059;2014;Winter;2;12;52;21;7;domingo;No Key;Non-Holiday;Weekend
41995;1060;2014;Winter;2;12;52;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41996;1061;2014;Winter;2;12;52;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41997;1062;2014;Winter;2;12;52;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41998;1063;2014;Winter;2;12;52;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41999;1064;2014;Winter;2;12;52;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42000;1065;2014;Winter;2;12;52;27;6;sábado;No Key;Non-Holiday;Weekend
42001;1066;2014;Winter;2;12;53;28;7;domingo;No Key;Non-Holiday;Weekend
42002;1067;2014;Winter;2;12;53;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42003;1068;2014;Winter;2;12;53;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42004;1069;2014;#N/A;2;12;53;31;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42005;1070;2015;Winter;1;1;1;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42006;1071;2015;Winter;1;1;1;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42007;1072;2015;Winter;1;1;1;3;6;sábado;No Key;Non-Holiday;Weekend
42008;1073;2015;Winter;1;1;2;4;7;domingo;No Key;Non-Holiday;Weekend
42009;1074;2015;Winter;1;1;2;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42010;1075;2015;Winter;1;1;2;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42011;1076;2015;Winter;1;1;2;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42012;1077;2015;Winter;1;1;2;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42013;1078;2015;Winter;1;1;2;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42014;1079;2015;Winter;1;1;2;10;6;sábado;No Key;Non-Holiday;Weekend
42015;1080;2015;Winter;1;1;3;11;7;domingo;No Key;Non-Holiday;Weekend
42016;1081;2015;Winter;1;1;3;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42017;1082;2015;Winter;1;1;3;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42018;1083;2015;Winter;1;1;3;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42019;1084;2015;Winter;1;1;3;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42020;1085;2015;Winter;1;1;3;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42021;1086;2015;Winter;1;1;3;17;6;sábado;No Key;Non-Holiday;Weekend
42022;1087;2015;Winter;1;1;4;18;7;domingo;No Key;Non-Holiday;Weekend
42023;1088;2015;Winter;1;1;4;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42024;1089;2015;Winter;1;1;4;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42025;1090;2015;Winter;1;1;4;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42026;1091;2015;Winter;1;1;4;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42027;1092;2015;Winter;1;1;4;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42028;1093;2015;Winter;1;1;4;24;6;sábado;No Key;Non-Holiday;Weekend
42029;1094;2015;Winter;1;1;5;25;7;domingo;No Key;Non-Holiday;Weekend
42030;1095;2015;Winter;1;1;5;26;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
